FIPS,Year,State,ST,FIPS State,County,Population,"Estimated Age-adjusted Death Rate, 16 Categories (in ranges)"
22081,2012,Louisiana,LA,22,"Red River Parish, LA",9022,8.1-10
22081,2001,Louisiana,LA,22,"Red River Parish, LA",9494,2.1-4
22081,2009,Louisiana,LA,22,"Red River Parish, LA",9117,6.1-8
22081,1999,Louisiana,LA,22,"Red River Parish, LA",9664,0-2
22081,2007,Louisiana,LA,22,"Red River Parish, LA",9245,4.1-6
22081,2015,Louisiana,LA,22,"Red River Parish, LA",8593,12.1-14
22081,2011,Louisiana,LA,22,"Red River Parish, LA",9049,8.1-10
22081,2013,Louisiana,LA,22,"Red River Parish, LA",8867,10.1-12
22081,2002,Louisiana,LA,22,"Red River Parish, LA",9464,2.1-4
22081,2000,Louisiana,LA,22,"Red River Parish, LA",9598,0-2
22081,2004,Louisiana,LA,22,"Red River Parish, LA",9433,2.1-4
22081,2008,Louisiana,LA,22,"Red River Parish, LA",9185,6.1-8
22081,2005,Louisiana,LA,22,"Red River Parish, LA",9295,4.1-6
22081,2014,Louisiana,LA,22,"Red River Parish, LA",8661,12.1-14
22081,2006,Louisiana,LA,22,"Red River Parish, LA",9281,4.1-6
22083,2015,Louisiana,LA,22,"Richland Parish, LA",20523,4.1-6
22083,2001,Louisiana,LA,22,"Richland Parish, LA",20880,0-2
22083,1999,Louisiana,LA,22,"Richland Parish, LA",21039,0-2
22083,2000,Louisiana,LA,22,"Richland Parish, LA",20935,0-2
22083,2010,Louisiana,LA,22,"Richland Parish, LA",20742,2.1-4
22083,2002,Louisiana,LA,22,"Richland Parish, LA",20784,0-2
22083,2008,Louisiana,LA,22,"Richland Parish, LA",20727,2.1-4
22083,2011,Louisiana,LA,22,"Richland Parish, LA",20893,2.1-4
22083,2012,Louisiana,LA,22,"Richland Parish, LA",20909,4.1-6
22083,2007,Louisiana,LA,22,"Richland Parish, LA",20670,2.1-4
22083,2014,Louisiana,LA,22,"Richland Parish, LA",20684,4.1-6
22083,2013,Louisiana,LA,22,"Richland Parish, LA",20875,4.1-6
22083,2003,Louisiana,LA,22,"Richland Parish, LA",20576,0-2
22083,2005,Louisiana,LA,22,"Richland Parish, LA",20466,0-2
22083,2009,Louisiana,LA,22,"Richland Parish, LA",20664,2.1-4
22083,2006,Louisiana,LA,22,"Richland Parish, LA",20661,0-2
22083,2004,Louisiana,LA,22,"Richland Parish, LA",20487,0-2
22085,2015,Louisiana,LA,22,"Sabine Parish, LA",24186,12.1-14
22085,2014,Louisiana,LA,22,"Sabine Parish, LA",24116,10.1-12
22085,2009,Louisiana,LA,22,"Sabine Parish, LA",24199,6.1-8
22085,2003,Louisiana,LA,22,"Sabine Parish, LA",23527,4.1-6
22085,2012,Louisiana,LA,22,"Sabine Parish, LA",24303,8.1-10
22085,2011,Louisiana,LA,22,"Sabine Parish, LA",24428,8.1-10
22085,2002,Louisiana,LA,22,"Sabine Parish, LA",23380,4.1-6
22085,2007,Louisiana,LA,22,"Sabine Parish, LA",24090,6.1-8
22085,2008,Louisiana,LA,22,"Sabine Parish, LA",24124,6.1-8
22085,2006,Louisiana,LA,22,"Sabine Parish, LA",23954,6.1-8
22085,2013,Louisiana,LA,22,"Sabine Parish, LA",24206,10.1-12
22085,2004,Louisiana,LA,22,"Sabine Parish, LA",23539,4.1-6
22085,1999,Louisiana,LA,22,"Sabine Parish, LA",23415,2.1-4
22085,2000,Louisiana,LA,22,"Sabine Parish, LA",23475,2.1-4
22085,2010,Louisiana,LA,22,"Sabine Parish, LA",24234,8.1-10
22085,2005,Louisiana,LA,22,"Sabine Parish, LA",23690,4.1-6
22085,2001,Louisiana,LA,22,"Sabine Parish, LA",23379,2.1-4
22087,2011,Louisiana,LA,22,"St. Bernard Parish, LA",39502,>30
22087,2002,Louisiana,LA,22,"St. Bernard Parish, LA",68964,18.1-20
22087,2003,Louisiana,LA,22,"St. Bernard Parish, LA",69621,20.1-22
22087,1999,Louisiana,LA,22,"St. Bernard Parish, LA",67660,16.1-18
22087,2004,Louisiana,LA,22,"St. Bernard Parish, LA",70547,22.1-24
22087,2001,Louisiana,LA,22,"St. Bernard Parish, LA",68028,18.1-20
22087,2012,Louisiana,LA,22,"St. Bernard Parish, LA",41509,>30
22087,2014,Louisiana,LA,22,"St. Bernard Parish, LA",44462,>30
22087,2010,Louisiana,LA,22,"St. Bernard Parish, LA",36812,>30
22087,2009,Louisiana,LA,22,"St. Bernard Parish, LA",32878,>30
22087,2007,Louisiana,LA,22,"St. Bernard Parish, LA",23613,26.1-28
22087,2006,Louisiana,LA,22,"St. Bernard Parish, LA",16563,24.1-26
22087,2000,Louisiana,LA,22,"St. Bernard Parish, LA",67278,16.1-18
22087,2015,Louisiana,LA,22,"St. Bernard Parish, LA",45408,>30
22087,2005,Louisiana,LA,22,"St. Bernard Parish, LA",71300,24.1-26
22087,2008,Louisiana,LA,22,"St. Bernard Parish, LA",28879,28.1-30
22087,2013,Louisiana,LA,22,"St. Bernard Parish, LA",43409,>30
22089,2010,Louisiana,LA,22,"St. Charles Parish, LA",52844,14.1-16
22089,2005,Louisiana,LA,22,"St. Charles Parish, LA",50670,10.1-12
22089,2011,Louisiana,LA,22,"St. Charles Parish, LA",52414,14.1-16
22089,2000,Louisiana,LA,22,"St. Charles Parish, LA",48118,6.1-8
22089,2012,Louisiana,LA,22,"St. Charles Parish, LA",52481,16.1-18
22089,2001,Louisiana,LA,22,"St. Charles Parish, LA",48461,8.1-10
22089,1999,Louisiana,LA,22,"St. Charles Parish, LA",47907,6.1-8
22089,2015,Louisiana,LA,22,"St. Charles Parish, LA",52812,18.1-20
22089,2009,Louisiana,LA,22,"St. Charles Parish, LA",52719,12.1-14
22089,2004,Louisiana,LA,22,"St. Charles Parish, LA",49939,10.1-12
22089,2007,Louisiana,LA,22,"St. Charles Parish, LA",52765,12.1-14
22089,2014,Louisiana,LA,22,"St. Charles Parish, LA",52832,18.1-20
22089,2013,Louisiana,LA,22,"St. Charles Parish, LA",52657,16.1-18
22089,2008,Louisiana,LA,22,"St. Charles Parish, LA",52516,12.1-14
22089,2003,Louisiana,LA,22,"St. Charles Parish, LA",49338,8.1-10
22089,2002,Louisiana,LA,22,"St. Charles Parish, LA",49117,8.1-10
22089,2006,Louisiana,LA,22,"St. Charles Parish, LA",52453,10.1-12
22091,2009,Louisiana,LA,22,"St. Helena Parish, LA",11154,14.1-16
22091,2001,Louisiana,LA,22,"St. Helena Parish, LA",10524,6.1-8
22091,2010,Louisiana,LA,22,"St. Helena Parish, LA",11167,14.1-16
22091,2012,Louisiana,LA,22,"St. Helena Parish, LA",11038,16.1-18
22091,2006,Louisiana,LA,22,"St. Helena Parish, LA",11089,10.1-12
22091,2015,Louisiana,LA,22,"St. Helena Parish, LA",10567,22.1-24
22091,2000,Louisiana,LA,22,"St. Helena Parish, LA",10548,4.1-6
22091,2013,Louisiana,LA,22,"St. Helena Parish, LA",10845,18.1-20
22091,2011,Louisiana,LA,22,"St. Helena Parish, LA",11010,16.1-18
22091,2004,Louisiana,LA,22,"St. Helena Parish, LA",10548,8.1-10
22091,2005,Louisiana,LA,22,"St. Helena Parish, LA",10521,8.1-10
22091,1999,Louisiana,LA,22,"St. Helena Parish, LA",10444,4.1-6
22091,2008,Louisiana,LA,22,"St. Helena Parish, LA",11106,12.1-14
22091,2003,Louisiana,LA,22,"St. Helena Parish, LA",10549,6.1-8
22091,2007,Louisiana,LA,22,"St. Helena Parish, LA",11070,10.1-12
22091,2014,Louisiana,LA,22,"St. Helena Parish, LA",10629,20.1-22
22091,2002,Louisiana,LA,22,"St. Helena Parish, LA",10592,6.1-8
22093,2004,Louisiana,LA,22,"St. James Parish, LA",21229,2.1-4
22093,2000,Louisiana,LA,22,"St. James Parish, LA",21201,0-2
22093,2014,Louisiana,LA,22,"St. James Parish, LA",21568,6.1-8
22093,2001,Louisiana,LA,22,"St. James Parish, LA",21291,0-2
22093,2012,Louisiana,LA,22,"St. James Parish, LA",21668,6.1-8
22093,2009,Louisiana,LA,22,"St. James Parish, LA",22231,4.1-6
22093,2015,Louisiana,LA,22,"St. James Parish, LA",21567,8.1-10
22093,2002,Louisiana,LA,22,"St. James Parish, LA",21365,2.1-4
22093,1999,Louisiana,LA,22,"St. James Parish, LA",21221,0-2
22093,2007,Louisiana,LA,22,"St. James Parish, LA",22164,2.1-4
22093,2011,Louisiana,LA,22,"St. James Parish, LA",21817,4.1-6
22093,2003,Louisiana,LA,22,"St. James Parish, LA",21274,2.1-4
22093,2008,Louisiana,LA,22,"St. James Parish, LA",22095,4.1-6
22093,2005,Louisiana,LA,22,"St. James Parish, LA",21399,2.1-4
22093,2010,Louisiana,LA,22,"St. James Parish, LA",22006,4.1-6
22093,2006,Louisiana,LA,22,"St. James Parish, LA",21964,2.1-4
22093,2013,Louisiana,LA,22,"St. James Parish, LA",21631,6.1-8
22095,2005,Louisiana,LA,22,"St. John the Baptist Parish, LA",45296,6.1-8
22095,2010,Louisiana,LA,22,"St. John the Baptist Parish, LA",45621,10.1-12
22095,2011,Louisiana,LA,22,"St. John the Baptist Parish, LA",45049,10.1-12
22095,1999,Louisiana,LA,22,"St. John the Baptist Parish, LA",42865,4.1-6
22095,2012,Louisiana,LA,22,"St. John the Baptist Parish, LA",44737,12.1-14
22095,2003,Louisiana,LA,22,"St. John the Baptist Parish, LA",44316,6.1-8
22095,2013,Louisiana,LA,22,"St. John the Baptist Parish, LA",43618,12.1-14
22095,2004,Louisiana,LA,22,"St. John the Baptist Parish, LA",44822,6.1-8
22095,2015,Louisiana,LA,22,"St. John the Baptist Parish, LA",43626,14.1-16
22095,2000,Louisiana,LA,22,"St. John the Baptist Parish, LA",43248,4.1-6
22095,2014,Louisiana,LA,22,"St. John the Baptist Parish, LA",43773,12.1-14
22095,2006,Louisiana,LA,22,"St. John the Baptist Parish, LA",47296,8.1-10
22095,2007,Louisiana,LA,22,"St. John the Baptist Parish, LA",47386,8.1-10
22095,2009,Louisiana,LA,22,"St. John the Baptist Parish, LA",46336,10.1-12
22095,2002,Louisiana,LA,22,"St. John the Baptist Parish, LA",43878,6.1-8
22095,2001,Louisiana,LA,22,"St. John the Baptist Parish, LA",43580,6.1-8
22095,2008,Louisiana,LA,22,"St. John the Baptist Parish, LA",46811,8.1-10
22097,1999,Louisiana,LA,22,"St. Landry Parish, LA",87034,6.1-8
22097,2009,Louisiana,LA,22,"St. Landry Parish, LA",83825,14.1-16
22097,2012,Louisiana,LA,22,"St. Landry Parish, LA",83476,16.1-18
22097,2013,Louisiana,LA,22,"St. Landry Parish, LA",83517,16.1-18
22097,2014,Louisiana,LA,22,"St. Landry Parish, LA",83803,18.1-20
22097,2008,Louisiana,LA,22,"St. Landry Parish, LA",84427,12.1-14
22097,2004,Louisiana,LA,22,"St. Landry Parish, LA",84487,10.1-12
22097,2007,Louisiana,LA,22,"St. Landry Parish, LA",84710,12.1-14
22097,2015,Louisiana,LA,22,"St. Landry Parish, LA",83848,20.1-22
22097,2011,Louisiana,LA,22,"St. Landry Parish, LA",83419,14.1-16
22097,2000,Louisiana,LA,22,"St. Landry Parish, LA",87420,8.1-10
22097,2005,Louisiana,LA,22,"St. Landry Parish, LA",83952,10.1-12
22097,2003,Louisiana,LA,22,"St. Landry Parish, LA",85034,8.1-10
22097,2002,Louisiana,LA,22,"St. Landry Parish, LA",85713,8.1-10
22097,2001,Louisiana,LA,22,"St. Landry Parish, LA",86416,8.1-10
22097,2006,Louisiana,LA,22,"St. Landry Parish, LA",85128,10.1-12
22097,2010,Louisiana,LA,22,"St. Landry Parish, LA",83492,14.1-16
22099,2014,Louisiana,LA,22,"St. Martin Parish, LA",53300,8.1-10
22099,2008,Louisiana,LA,22,"St. Martin Parish, LA",51914,6.1-8
22099,2009,Louisiana,LA,22,"St. Martin Parish, LA",52025,6.1-8
22099,2012,Louisiana,LA,22,"St. Martin Parish, LA",52710,8.1-10
22099,2011,Louisiana,LA,22,"St. Martin Parish, LA",52850,8.1-10
22099,1999,Louisiana,LA,22,"St. Martin Parish, LA",48285,2.1-4
22099,2000,Louisiana,LA,22,"St. Martin Parish, LA",48583,2.1-4
22099,2003,Louisiana,LA,22,"St. Martin Parish, LA",49482,4.1-6
22099,2013,Louisiana,LA,22,"St. Martin Parish, LA",52935,8.1-10
22099,2004,Louisiana,LA,22,"St. Martin Parish, LA",49754,4.1-6
22099,2007,Louisiana,LA,22,"St. Martin Parish, LA",51410,6.1-8
22099,2005,Louisiana,LA,22,"St. Martin Parish, LA",49890,4.1-6
22099,2002,Louisiana,LA,22,"St. Martin Parish, LA",49228,4.1-6
22099,2010,Louisiana,LA,22,"St. Martin Parish, LA",52264,6.1-8
22099,2001,Louisiana,LA,22,"St. Martin Parish, LA",48971,2.1-4
22099,2006,Louisiana,LA,22,"St. Martin Parish, LA",51044,4.1-6
22099,2015,Louisiana,LA,22,"St. Martin Parish, LA",53835,10.1-12
22101,2012,Louisiana,LA,22,"St. Mary Parish, LA",53530,14.1-16
22101,2008,Louisiana,LA,22,"St. Mary Parish, LA",54352,10.1-12
22101,2013,Louisiana,LA,22,"St. Mary Parish, LA",53517,14.1-16
22101,2007,Louisiana,LA,22,"St. Mary Parish, LA",54104,10.1-12
22101,2003,Louisiana,LA,22,"St. Mary Parish, LA",53245,8.1-10
22101,2010,Louisiana,LA,22,"St. Mary Parish, LA",54541,12.1-14
22101,2009,Louisiana,LA,22,"St. Mary Parish, LA",54551,10.1-12
22101,2011,Louisiana,LA,22,"St. Mary Parish, LA",54123,12.1-14
22101,2004,Louisiana,LA,22,"St. Mary Parish, LA",53288,8.1-10
22101,2002,Louisiana,LA,22,"St. Mary Parish, LA",53109,6.1-8
22101,1999,Louisiana,LA,22,"St. Mary Parish, LA",54246,6.1-8
22101,2014,Louisiana,LA,22,"St. Mary Parish, LA",53223,16.1-18
22101,2006,Louisiana,LA,22,"St. Mary Parish, LA",54152,8.1-10
22101,2000,Louisiana,LA,22,"St. Mary Parish, LA",53377,6.1-8
22101,2005,Louisiana,LA,22,"St. Mary Parish, LA",53015,8.1-10
22101,2001,Louisiana,LA,22,"St. Mary Parish, LA",53044,6.1-8
22101,2015,Louisiana,LA,22,"St. Mary Parish, LA",52810,16.1-18
22103,2004,Louisiana,LA,22,"St. Tammany Parish, LA",211405,14.1-16
22103,2006,Louisiana,LA,22,"St. Tammany Parish, LA",223133,16.1-18
22103,2009,Louisiana,LA,22,"St. Tammany Parish, LA",231224,20.1-22
22103,2001,Louisiana,LA,22,"St. Tammany Parish, LA",195622,12.1-14
22103,2007,Louisiana,LA,22,"St. Tammany Parish, LA",226294,16.1-18
22103,2013,Louisiana,LA,22,"St. Tammany Parish, LA",242470,24.1-26
22103,2008,Louisiana,LA,22,"St. Tammany Parish, LA",229252,18.1-20
22103,2014,Louisiana,LA,22,"St. Tammany Parish, LA",246056,26.1-28
22103,2003,Louisiana,LA,22,"St. Tammany Parish, LA",205708,12.1-14
22103,2011,Louisiana,LA,22,"St. Tammany Parish, LA",236844,22.1-24
22103,1999,Louisiana,LA,22,"St. Tammany Parish, LA",188947,10.1-12
22103,2005,Louisiana,LA,22,"St. Tammany Parish, LA",217358,14.1-16
22103,2012,Louisiana,LA,22,"St. Tammany Parish, LA",239344,22.1-24
22103,2000,Louisiana,LA,22,"St. Tammany Parish, LA",192131,10.1-12
22103,2002,Louisiana,LA,22,"St. Tammany Parish, LA",200701,12.1-14
22103,2015,Louisiana,LA,22,"St. Tammany Parish, LA",250088,28.1-30
22103,2010,Louisiana,LA,22,"St. Tammany Parish, LA",234565,20.1-22
22105,2006,Louisiana,LA,22,"Tangipahoa Parish, LA",114102,10.1-12
22105,2005,Louisiana,LA,22,"Tangipahoa Parish, LA",106987,10.1-12
22105,2001,Louisiana,LA,22,"Tangipahoa Parish, LA",101657,8.1-10
22105,2009,Louisiana,LA,22,"Tangipahoa Parish, LA",120009,14.1-16
22105,2012,Louisiana,LA,22,"Tangipahoa Parish, LA",123672,16.1-18
22105,2002,Louisiana,LA,22,"Tangipahoa Parish, LA",102511,8.1-10
22105,2015,Louisiana,LA,22,"Tangipahoa Parish, LA",128755,20.1-22
22105,2010,Louisiana,LA,22,"Tangipahoa Parish, LA",121491,14.1-16
22105,2004,Louisiana,LA,22,"Tangipahoa Parish, LA",105335,10.1-12
22105,2013,Louisiana,LA,22,"Tangipahoa Parish, LA",125413,18.1-20
22105,2000,Louisiana,LA,22,"Tangipahoa Parish, LA",100716,8.1-10
22105,2014,Louisiana,LA,22,"Tangipahoa Parish, LA",126948,18.1-20
22105,2011,Louisiana,LA,22,"Tangipahoa Parish, LA",122644,16.1-18
22105,2007,Louisiana,LA,22,"Tangipahoa Parish, LA",116792,12.1-14
22105,1999,Louisiana,LA,22,"Tangipahoa Parish, LA",99643,6.1-8
22105,2008,Louisiana,LA,22,"Tangipahoa Parish, LA",118621,12.1-14
22105,2003,Louisiana,LA,22,"Tangipahoa Parish, LA",103782,8.1-10
22107,2005,Louisiana,LA,22,"Tensas Parish, LA",5700,4.1-6
22107,2007,Louisiana,LA,22,"Tensas Parish, LA",5513,6.1-8
22107,2008,Louisiana,LA,22,"Tensas Parish, LA",5376,6.1-8
22107,2000,Louisiana,LA,22,"Tensas Parish, LA",6535,2.1-4
22107,1999,Louisiana,LA,22,"Tensas Parish, LA",6717,0-2
22107,2013,Louisiana,LA,22,"Tensas Parish, LA",4878,14.1-16
22107,2014,Louisiana,LA,22,"Tensas Parish, LA",4802,16.1-18
22107,2011,Louisiana,LA,22,"Tensas Parish, LA",5086,10.1-12
22107,2012,Louisiana,LA,22,"Tensas Parish, LA",4961,12.1-14
22107,2010,Louisiana,LA,22,"Tensas Parish, LA",5224,10.1-12
22107,2001,Louisiana,LA,22,"Tensas Parish, LA",6334,2.1-4
22107,2002,Louisiana,LA,22,"Tensas Parish, LA",6150,2.1-4
22107,2006,Louisiana,LA,22,"Tensas Parish, LA",5719,4.1-6
22107,2009,Louisiana,LA,22,"Tensas Parish, LA",5311,8.1-10
22107,2003,Louisiana,LA,22,"Tensas Parish, LA",5941,2.1-4
22107,2004,Louisiana,LA,22,"Tensas Parish, LA",5785,4.1-6
22107,2015,Louisiana,LA,22,"Tensas Parish, LA",4740,18.1-20
22109,2004,Louisiana,LA,22,"Terrebonne Parish, LA",106783,8.1-10
22109,2011,Louisiana,LA,22,"Terrebonne Parish, LA",111651,14.1-16
22109,2008,Louisiana,LA,22,"Terrebonne Parish, LA",111453,12.1-14
22109,1999,Louisiana,LA,22,"Terrebonne Parish, LA",104507,6.1-8
22109,2007,Louisiana,LA,22,"Terrebonne Parish, LA",110656,10.1-12
22109,2015,Louisiana,LA,22,"Terrebonne Parish, LA",113972,18.1-20
22109,2010,Louisiana,LA,22,"Terrebonne Parish, LA",111544,14.1-16
22109,2005,Louisiana,LA,22,"Terrebonne Parish, LA",107811,10.1-12
22109,2009,Louisiana,LA,22,"Terrebonne Parish, LA",111689,12.1-14
22109,2014,Louisiana,LA,22,"Terrebonne Parish, LA",113579,18.1-20
22109,2013,Louisiana,LA,22,"Terrebonne Parish, LA",112756,16.1-18
22109,2002,Louisiana,LA,22,"Terrebonne Parish, LA",105698,8.1-10
22109,2012,Louisiana,LA,22,"Terrebonne Parish, LA",111754,16.1-18
22109,2003,Louisiana,LA,22,"Terrebonne Parish, LA",106257,8.1-10
22109,2006,Louisiana,LA,22,"Terrebonne Parish, LA",109994,10.1-12
22109,2000,Louisiana,LA,22,"Terrebonne Parish, LA",104756,6.1-8
22109,2001,Louisiana,LA,22,"Terrebonne Parish, LA",105255,8.1-10
22111,2007,Louisiana,LA,22,"Union Parish, LA",22770,4.1-6
22111,2015,Louisiana,LA,22,"Union Parish, LA",22477,10.1-12
22111,2014,Louisiana,LA,22,"Union Parish, LA",22481,8.1-10
22111,2002,Louisiana,LA,22,"Union Parish, LA",22624,2.1-4
22111,2001,Louisiana,LA,22,"Union Parish, LA",22783,2.1-4
22111,2008,Louisiana,LA,22,"Union Parish, LA",22698,6.1-8
22111,2013,Louisiana,LA,22,"Union Parish, LA",22412,8.1-10
22111,2005,Louisiana,LA,22,"Union Parish, LA",22765,4.1-6
22111,2003,Louisiana,LA,22,"Union Parish, LA",22757,2.1-4
22111,2010,Louisiana,LA,22,"Union Parish, LA",22829,6.1-8
22111,1999,Louisiana,LA,22,"Union Parish, LA",22737,2.1-4
22111,2011,Louisiana,LA,22,"Union Parish, LA",22766,6.1-8
22111,2009,Louisiana,LA,22,"Union Parish, LA",22609,6.1-8
22111,2000,Louisiana,LA,22,"Union Parish, LA",22762,2.1-4
22111,2006,Louisiana,LA,22,"Union Parish, LA",22919,4.1-6
22111,2004,Louisiana,LA,22,"Union Parish, LA",22676,4.1-6
22111,2012,Louisiana,LA,22,"Union Parish, LA",22528,8.1-10
22113,2013,Louisiana,LA,22,"Vermilion Parish, LA",59280,10.1-12
22113,2004,Louisiana,LA,22,"Vermilion Parish, LA",55113,4.1-6
22113,2014,Louisiana,LA,22,"Vermilion Parish, LA",59518,10.1-12
22113,2011,Louisiana,LA,22,"Vermilion Parish, LA",58241,8.1-10
22113,2001,Louisiana,LA,22,"Vermilion Parish, LA",54217,4.1-6
22113,2002,Louisiana,LA,22,"Vermilion Parish, LA",54638,4.1-6
22113,2006,Louisiana,LA,22,"Vermilion Parish, LA",56388,6.1-8
22113,2015,Louisiana,LA,22,"Vermilion Parish, LA",59875,10.1-12
22113,2000,Louisiana,LA,22,"Vermilion Parish, LA",54094,4.1-6
22113,2007,Louisiana,LA,22,"Vermilion Parish, LA",56835,6.1-8
22113,2010,Louisiana,LA,22,"Vermilion Parish, LA",58091,8.1-10
22113,2008,Louisiana,LA,22,"Vermilion Parish, LA",57421,6.1-8
22113,2009,Louisiana,LA,22,"Vermilion Parish, LA",57684,6.1-8
22113,2003,Louisiana,LA,22,"Vermilion Parish, LA",54754,4.1-6
22113,2005,Louisiana,LA,22,"Vermilion Parish, LA",55828,4.1-6
22113,1999,Louisiana,LA,22,"Vermilion Parish, LA",53775,2.1-4
22113,2012,Louisiana,LA,22,"Vermilion Parish, LA",58637,8.1-10
22115,2004,Louisiana,LA,22,"Vernon Parish, LA",51402,4.1-6
22115,2006,Louisiana,LA,22,"Vernon Parish, LA",50781,4.1-6
22115,2010,Louisiana,LA,22,"Vernon Parish, LA",52742,6.1-8
22115,2000,Louisiana,LA,22,"Vernon Parish, LA",52744,2.1-4
22115,2011,Louisiana,LA,22,"Vernon Parish, LA",52312,6.1-8
22115,1999,Louisiana,LA,22,"Vernon Parish, LA",52389,2.1-4
22115,2008,Louisiana,LA,22,"Vernon Parish, LA",48007,6.1-8
22115,2005,Louisiana,LA,22,"Vernon Parish, LA",51808,4.1-6
22115,2014,Louisiana,LA,22,"Vernon Parish, LA",52217,8.1-10
22115,2001,Louisiana,LA,22,"Vernon Parish, LA",52958,2.1-4
22115,2007,Louisiana,LA,22,"Vernon Parish, LA",49796,4.1-6
22115,2012,Louisiana,LA,22,"Vernon Parish, LA",54162,6.1-8
22115,2009,Louisiana,LA,22,"Vernon Parish, LA",50903,6.1-8
22115,2013,Louisiana,LA,22,"Vernon Parish, LA",52886,8.1-10
22115,2002,Louisiana,LA,22,"Vernon Parish, LA",52319,4.1-6
22115,2003,Louisiana,LA,22,"Vernon Parish, LA",51288,4.1-6
22115,2015,Louisiana,LA,22,"Vernon Parish, LA",50803,8.1-10
22117,2013,Louisiana,LA,22,"Washington Parish, LA",46349,22.1-24
22117,2007,Louisiana,LA,22,"Washington Parish, LA",46376,14.1-16
22117,2003,Louisiana,LA,22,"Washington Parish, LA",44277,12.1-14
22117,2014,Louisiana,LA,22,"Washington Parish, LA",46287,24.1-26
22117,2012,Louisiana,LA,22,"Washington Parish, LA",46636,20.1-22
22117,2006,Louisiana,LA,22,"Washington Parish, LA",45157,14.1-16
22117,2002,Louisiana,LA,22,"Washington Parish, LA",44156,10.1-12
22117,2010,Louisiana,LA,22,"Washington Parish, LA",47099,18.1-20
22117,2015,Louisiana,LA,22,"Washington Parish, LA",46371,24.1-26
22117,2009,Louisiana,LA,22,"Washington Parish, LA",47262,16.1-18
22117,2000,Louisiana,LA,22,"Washington Parish, LA",43936,8.1-10
22117,2011,Louisiana,LA,22,"Washington Parish, LA",47138,20.1-22
22117,2001,Louisiana,LA,22,"Washington Parish, LA",43992,10.1-12
22117,2004,Louisiana,LA,22,"Washington Parish, LA",44521,12.1-14
22117,1999,Louisiana,LA,22,"Washington Parish, LA",43884,8.1-10
22117,2005,Louisiana,LA,22,"Washington Parish, LA",44880,12.1-14
22117,2008,Louisiana,LA,22,"Washington Parish, LA",47000,16.1-18
22119,2004,Louisiana,LA,22,"Webster Parish, LA",41145,8.1-10
22119,2005,Louisiana,LA,22,"Webster Parish, LA",41203,8.1-10
22119,2012,Louisiana,LA,22,"Webster Parish, LA",40907,14.1-16
22119,2015,Louisiana,LA,22,"Webster Parish, LA",40021,16.1-18
22119,2011,Louisiana,LA,22,"Webster Parish, LA",41225,12.1-14
22119,2001,Louisiana,LA,22,"Webster Parish, LA",41372,6.1-8
22119,2014,Louisiana,LA,22,"Webster Parish, LA",40276,16.1-18
22119,2010,Louisiana,LA,22,"Webster Parish, LA",41192,12.1-14
22119,2006,Louisiana,LA,22,"Webster Parish, LA",41331,8.1-10
22119,2013,Louisiana,LA,22,"Webster Parish, LA",40657,14.1-16
22119,2007,Louisiana,LA,22,"Webster Parish, LA",41275,10.1-12
22119,2002,Louisiana,LA,22,"Webster Parish, LA",41375,6.1-8
22119,2003,Louisiana,LA,22,"Webster Parish, LA",41125,8.1-10
22119,2009,Louisiana,LA,22,"Webster Parish, LA",41131,12.1-14
22119,2000,Louisiana,LA,22,"Webster Parish, LA",41700,6.1-8
22119,2008,Louisiana,LA,22,"Webster Parish, LA",41240,10.1-12
22119,1999,Louisiana,LA,22,"Webster Parish, LA",42092,4.1-6
22121,2003,Louisiana,LA,22,"West Baton Rouge Parish, LA",21820,6.1-8
22121,2002,Louisiana,LA,22,"West Baton Rouge Parish, LA",21801,6.1-8
22121,2013,Louisiana,LA,22,"West Baton Rouge Parish, LA",24572,14.1-16
22121,2015,Louisiana,LA,22,"West Baton Rouge Parish, LA",25490,16.1-18
22121,2000,Louisiana,LA,22,"West Baton Rouge Parish, LA",21577,4.1-6
22121,2005,Louisiana,LA,22,"West Baton Rouge Parish, LA",21929,8.1-10
22121,2001,Louisiana,LA,22,"West Baton Rouge Parish, LA",21703,6.1-8
22121,2006,Louisiana,LA,22,"West Baton Rouge Parish, LA",22666,8.1-10
22121,1999,Louisiana,LA,22,"West Baton Rouge Parish, LA",21569,4.1-6
22121,2010,Louisiana,LA,22,"West Baton Rouge Parish, LA",23948,12.1-14
22121,2004,Louisiana,LA,22,"West Baton Rouge Parish, LA",22049,8.1-10
22121,2009,Louisiana,LA,22,"West Baton Rouge Parish, LA",23352,10.1-12
22121,2014,Louisiana,LA,22,"West Baton Rouge Parish, LA",25140,16.1-18
22121,2008,Louisiana,LA,22,"West Baton Rouge Parish, LA",23252,10.1-12
22121,2011,Louisiana,LA,22,"West Baton Rouge Parish, LA",24078,12.1-14
22121,2007,Louisiana,LA,22,"West Baton Rouge Parish, LA",23184,10.1-12
22121,2012,Louisiana,LA,22,"West Baton Rouge Parish, LA",24067,14.1-16
22123,2005,Louisiana,LA,22,"West Carroll Parish, LA",11958,4.1-6
22123,2013,Louisiana,LA,22,"West Carroll Parish, LA",11448,10.1-12
22123,2001,Louisiana,LA,22,"West Carroll Parish, LA",12095,2.1-4
22123,2007,Louisiana,LA,22,"West Carroll Parish, LA",11708,4.1-6
22123,2012,Louisiana,LA,22,"West Carroll Parish, LA",11493,8.1-10
